property_type,address,zip,price,beds,baths,location,sq_feet,latitude,longitude
Condo/Co-op,201 N Westshore Dr #2208,60601,495500.0,2.0,2.5,Loop,1295.0,41.8861967,-87.6159291
Condo/Co-op,200 N Dearborn St #1006,60601,307500.0,2.0,2.0,Loop,1200.0,41.8860644,-87.6298907
Condo/Co-op,195 N Harbor Dr #4808,60601,499900.0,2.0,2.0,Loop,1287.0,41.8855212,-87.6146956
Condo/Co-op,222 N Columbus Dr #2003,60601,359000.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,8 E Randolph St #2804,60601,525000.0,2.0,2.0,Chicago,1365.0,41.884851,-87.6275115
Condo/Co-op,400 E Randolph St #1312,60601,209000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #1002,60601,699000.0,2.0,2.0,Loop,1500.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #2509,60601,879000.0,2.0,2.0,Loop,1644.0,41.887094,-87.6153778
Condo/Co-op,420 E Waterside Dr #1403,60601,475000.0,2.0,2.0,Loop,1150.0,41.8871935,-87.6161158
Condo/Co-op,340 E Randolph St #703,60601,1250000.0,2.0,2.0,Loop,1567.0,41.8848626,-87.6187765
Condo/Co-op,420 E Waterside Dr #905,60601,375000.0,1.0,1.0,Loop,995.0,41.8871935,-87.6161158
Condo/Co-op,450 E Waterside Dr #3307,60601,975000.0,2.0,2.5,Loop,1839.0,41.887094,-87.6153778
Condo/Co-op,222 N Columbus Dr #702,60601,199999.0,1.0,1.0,Loop,600.0,41.8865605,-87.6215903
Condo/Co-op,200 N Dearborn St #1901,60601,189900.0,0.0,1.0,Loop,700.0,41.8860644,-87.6298907
Condo/Co-op,340 E Randolph St #5206,60601,2275000.0,3.0,2.5,Loop,2354.0,41.8848445,-87.6187718
Condo/Co-op,201 N Westshore Dr #502,60601,585000.0,3.0,2.0,Loop,1478.0,41.8861967,-87.6159291
Condo/Co-op,201 N Westshore Dr #1908,60601,585000.0,2.0,2.5,Loop,1295.0,41.8861967,-87.6159291
Condo/Co-op,155 N Harbor Dr #5306,60601,347000.0,1.0,1.0,Loop,800.0,41.8850094,-87.6148097
Condo/Co-op,222 N Columbus Dr #1402,60601,345000.0,2.0,2.0,Loop,1170.0,41.8865605,-87.6215903
Condo/Co-op,155 N Harbor Dr #4107,60601,350000.0,2.0,1.5,Loop,990.0,41.8850094,-87.6148097
Condo/Co-op,200 N Dearborn St #4106,60601,395000.0,2.0,2.0,Loop,1205.0,41.8860644,-87.6298907
Condo/Co-op,400 E Randolph St #2529,60601,495000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,225 N Columbus Dr #6804,60601,699000.0,1.0,1.5,Loop,1209.0,41.8864588,-87.6197781
Condo/Co-op,400 E Randolph St #2829,60601,450000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,360 E Randolph St #2104,60601,749000.0,2.0,2.0,Loop,1567.0,41.8848808,-87.6179442
Condo/Co-op,400 E Randolph St #3521,60601,230000.0,1.0,1.0,Loop,,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #302,60601,580000.0,1.0,1.5,Loop,1281.0,41.8848445,-87.6187718
Condo/Co-op,400 E Randolph St #2527,60601,344900.0,1.0,1.0,Loop,850.0,41.8848489,-87.6168112
Condo/Co-op,400 E Randolph St #2114,60601,249900.0,1.0,1.0,Loop,,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #3701,60601,2195000.0,3.0,3.5,Loop,2371.0,41.8848445,-87.6187718
Condo/Co-op,155 N Harbor Dr #1706,60601,325000.0,1.0,1.0,Loop,824.0,41.8850094,-87.6148097
Condo/Co-op,8 E Randolph St #2901,60601,570000.0,2.0,2.0,Loop,,41.884851,-87.6275115
Condo/Co-op,363 E Wacker Dr #5905,60601,2490000.0,3.0,3.0,Loop,2049.0,41.8874575,-87.6183727
Condo/Co-op,363 E Wacker Dr #2506,60601,2491334.0,3.0,2.5,Loop,2499.0,41.887464,-87.6174819
Condo/Co-op,363 E Wacker Dr #3204,60601,1700000.0,2.0,2.0,Loop,1714.0,41.8874698,-87.6182644
Condo/Co-op,201 N Westshore Dr #2307,60601,669900.0,2.0,2.0,Loop,1446.0,41.8861967,-87.6159291
Condo/Co-op,360 E Randolph St #3703,60601,1249000.0,3.0,2.5,Loop,1915.0,41.8848808,-87.6179442
Condo/Co-op,420 E Waterside Dr #1213,60601,459900.0,1.0,1.0,Loop,870.0,41.8871935,-87.6161158
Condo/Co-op,8 E Randolph St #2706,60601,324900.0,1.0,1.0,Loop,925.0,41.884851,-87.6275115
Condo/Co-op,195 N Harbor Dr #5408,60601,465000.0,2.0,2.0,Loop,1294.0,41.8855212,-87.6146956
Condo/Co-op,450 E Waterside Dr #2005,60601,360000.0,1.0,1.0,Loop,904.0,41.887094,-87.6153778
Condo/Co-op,155 N Harbor Dr #1506,60601,329000.0,1.0,1.0,Loop,,41.8850094,-87.6148097
Condo/Co-op,155 N Harbor Dr #1501,60601,245000.0,0.0,1.0,Loop,708.0,41.8850094,-87.6148097
Condo/Co-op,155 N Harbor Dr #907,60601,355000.0,2.0,2.0,Loop,990.0,41.8850094,-87.6148097
Condo/Co-op,225 N Columbus Dr #5301,60601,489000.0,1.0,1.0,Loop,863.0,41.8864588,-87.6197781
Condo/Co-op,225 N Columbus Dr #6701,60601,1200000.0,3.0,2.5,Loop,1756.0,41.8864588,-87.6197781
Condo/Co-op,420 E Waterside Dr #1912,60601,825000.0,2.0,2.0,Loop,1446.0,41.8871935,-87.6161158
Condo/Co-op,,60601,245000.0,1.0,1.0,Loop,660.0,41.8864594,-87.6216846
Condo/Co-op,8 E Randolph St #2803,60601,312000.0,1.0,1.0,Loop,925.0,41.884851,-87.6275115
Condo/Co-op,450 E Waterside Dr #3201,60601,2385000.0,3.0,3.5,Loop,3231.0,41.887094,-87.6153778
Condo/Co-op,450 E Waterside Dr #2103,60601,699000.0,2.0,2.0,Loop,1135.0,41.887094,-87.6153778
Condo/Co-op,222 N Columbus Dr #301,60601,220000.0,1.0,1.0,Loop,,41.8865605,-87.6215903
Condo/Co-op,450 E Waterside Dr #1004,60601,325000.0,1.0,1.0,Loop,870.0,41.887094,-87.6153778
Condo/Co-op,400 E Randolph St #920,60601,480000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,8 E Randolph St #1604,60601,579900.0,2.0,2.0,Loop,1446.0,41.884851,-87.6275115
Condo/Co-op,450 E Waterside Dr #303,60601,500000.0,1.0,1.5,Loop,1080.0,41.887094,-87.6153778
Condo/Co-op,200 N Dearborn St #2405,60601,248900.0,1.0,1.0,Loop,755.0,41.8860644,-87.6298907
Condo/Co-op,155 N Harbor Dr #304,60601,379000.0,1.0,1.5,Loop,1000.0,41.8848951,-87.6153982
Condo/Co-op,400 E Randolph St #1318,60601,349000.0,1.0,1.0,Loop,825.0,41.8848489,-87.6168112
Condo/Co-op,400 E Randolph St #1608,60601,524995.0,2.0,2.0,Loop,1475.0,41.8848489,-87.6168112
Condo/Co-op,8 E Randolph St #1701,60601,500000.0,2.0,2.0,Loop,1365.0,41.884851,-87.6275115
Condo/Co-op,340 E Randolph St #2005,60601,2400000.0,3.0,2.5,Loop,2412.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #601,60601,599000.0,2.0,2.0,Loop,1153.0,41.887094,-87.6153778
Condo/Co-op,400 E Randolph St #2830,60601,489500.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,420 E Waterside Dr #1104,60601,309000.0,1.0,1.0,Loop,,41.8871935,-87.6161158
Condo/Co-op,400 E Randolph St #3502,60601,220000.0,0.0,1.0,Loop,650.0,41.885003,-87.6168638
Condo/Co-op,420 E Waterside Dr #714,60601,380000.0,1.0,1.0,Loop,825.0,41.8871935,-87.6161158
Condo/Co-op,420 E Waterside Dr #4014,60601,895000.0,2.0,2.0,Loop,1630.0,41.8872408,-87.6162562
Condo/Co-op,340 E Randolph St #2601,60601,1250000.0,2.0,2.5,Loop,2045.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #3304,60601,879000.0,2.0,2.0,Loop,1409.0,41.887094,-87.6153778
Condo/Co-op,340 E Randolph St #207,60601,699500.0,1.0,1.5,Loop,1200.0,41.8848445,-87.6187718
Condo/Co-op,222 N Columbus Dr #3606,60601,245000.0,1.0,1.0,Loop,685.0,41.8865605,-87.6215903
Condo/Co-op,8 E Randolph St #2204,60601,525000.0,2.0,2.0,Loop,1446.0,41.884851,-87.6275115
Condo/Co-op,222 N Columbus Dr #1806,60601,279000.0,1.0,1.0,Loop,700.0,41.8865605,-87.6215903
Condo/Co-op,155 N Harbor Dr #5111,60601,475000.0,1.0,1.0,Loop,,41.8850094,-87.6148097
Condo/Co-op,222 N Columbus Dr #2808,60601,424000.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,200 N Dearborn St #3504,60601,269000.0,1.0,1.0,Loop,850.0,41.8860644,-87.6298907
Condo/Co-op,225 N Columbus Dr #8106,60601,2500000.0,2.0,2.5,Loop,1807.0,41.8864588,-87.6197781
Condo/Co-op,400 E Randolph St #3401,60601,325000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,222 N Columbus Dr #1508,60601,499000.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,8 E Randolph St #2604,60601,525000.0,2.0,2.0,Loop,1400.0,41.884851,-87.6275115
Condo/Co-op,400 E Randolph St #2818,60601,327000.0,1.0,1.0,Loop,825.0,41.8848489,-87.6168112
Condo/Co-op,195 N Harbor Dr #2104,60601,523000.0,2.0,2.0,Loop,1200.0,41.8855212,-87.6146956
Condo/Co-op,222 N Columbus Dr #1603,60601,350000.0,2.0,2.0,Loop,1280.0,41.8865605,-87.6215903
Condo/Co-op,360 E Randolph St Unit 2705-06,60601,718888.0,3.0,3.0,Loop,2529.0,41.8849092,-87.6179803
Condo/Co-op,225 N Columbus Dr #5507,60601,360000.0,0.0,1.0,Loop,585.0,41.8864588,-87.6197781
Condo/Co-op,400 E Randolph St #1226,60601,280000.0,1.0,1.0,Loop,860.0,41.8848489,-87.6168112
Condo/Co-op,155 N Harbor Dr #3808,60601,615000.0,2.0,2.0,Loop,1369.0,41.8850094,-87.6148097
Condo/Co-op,360 E Randolph St #1002,60602,379900.0,1.0,1.5,Loop,1000.0,41.8848808,-87.6179442
Condo/Co-op,340 E Randolph St #406,60601,429000.0,1.0,1.5,Loop,1081.0,41.8848445,-87.6187718
Condo/Co-op,400 E Randolph St #3114,60601,245000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,195 N Harbor Dr #402,60601,848900.0,3.0,2.5,Loop,1600.0,41.8855212,-87.6146956
Condo/Co-op,222 N Columbus Dr #407,60601,214900.0,1.0,1.0,Loop,685.0,41.8865605,-87.6215903
Condo/Co-op,340 E Randolph St #204,60601,1200000.0,2.0,2.0,Loop,1687.0,41.8848445,-87.6187718
Condo/Co-op,400 E Randolph St #2523,60601,300000.0,1.0,1.0,Loop,825.0,41.8848489,-87.6168112
Condo/Co-op,225 N Columbus Dr #6207,60601,500000.0,1.0,1.0,Loop,911.0,41.8864588,-87.6197781
Condo/Co-op,222 N Columbus Dr #3805,60601,249500.0,1.0,1.0,Loop,685.0,41.8865605,-87.6215903
Condo/Co-op,225 N Columbus Dr #6308,60601,840000.0,2.0,2.0,Loop,1547.0,41.8864588,-87.6197781
Condo/Co-op,222 N Columbus Dr #412,60601,219000.0,1.0,1.0,Loop,835.0,41.8865605,-87.6215903
Condo/Co-op,400 E Randolph St #1511,60601,325000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,8 E Randolph St #1401,60601,557000.0,2.0,2.0,Loop,1495.0,41.884851,-87.6275115
Condo/Co-op,225 N Columbus Dr #6402,60601,1029000.0,2.0,2.5,Loop,1581.0,41.8864588,-87.6197781
Condo/Co-op,363 E Wacker Dr #4007,60601,1148323.0,1.0,1.5,Loop,1315.0,41.8874575,-87.6183727
Condo/Co-op,222 N Columbus Dr #1808,60601,439000.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,400 E Randolph St #1020,60601,499000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,363 E Wacker Dr #6401,60601,3899000.0,3.0,3.0,Loop,3314.0,41.8876573,-87.6194025
Condo/Co-op,363 E Wacker Dr #3701,60601,1860000.0,3.0,2.0,Loop,2294.0,41.8876573,-87.6194025
Condo/Co-op,340 E Randolph St #2402,60601,715000.0,2.0,2.0,Loop,1500.0,41.8848445,-87.6187718
Condo/Co-op,340 E Randolph St #1606,60601,529000.0,1.0,1.5,Loop,1244.0,41.8848445,-87.6187718
Condo/Co-op,400 E Randolph St #1409,60601,630000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #5703,60601,3950000.0,3.0,3.5,Loop,4268.0,41.8848445,-87.6187718
Condo/Co-op,225 N Columbus Dr #5804,60601,675000.0,1.0,1.5,Loop,1210.0,41.8864588,-87.6197781
Condo/Co-op,8 E Randolph St #2505,60601,475000.0,2.0,2.0,Loop,1348.0,41.884653,-87.6274046
Condo/Co-op,400 E Randolph St #1104,60601,238800.0,1.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #2405,60601,2400000.0,3.0,2.5,Loop,2412.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #1209,60601,465000.0,1.0,1.5,Loop,1024.0,41.887094,-87.6153778
Condo/Co-op,340 E Randolph St #1206,60601,525000.0,1.0,1.5,Loop,1240.0,41.8848445,-87.6187718
Condo/Co-op,340 E Randolph St #3501,60601,2050000.0,3.0,3.5,Loop,2371.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #707,60601,250000.0,0.0,1.0,Loop,650.0,41.887094,-87.6153778
Condo/Co-op,222 N Columbus Dr #1901,60601,279000.0,1.0,1.0,Loop,835.0,41.8865605,-87.6215903
Condo/Co-op,222 N Columbus Dr #910,60601,235000.0,1.0,1.0,Loop,695.0,41.8865605,-87.6215903
Condo/Co-op,8 E Randolph St #3207,60601,315000.0,1.0,1.0,Loop,834.0,41.884851,-87.6275115
Condo/Co-op,400 E Randolph St #1102,60601,225000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,222 N Columbus Dr #3005,60601,224900.0,1.0,1.0,Loop,670.0,41.8865605,-87.6215903
Condo/Co-op,155 N Harbor Dr #1114,60601,329500.0,0.0,1.0,Loop,,41.8850094,-87.6148097
Condo/Co-op,450 E Waterside Dr #2603,60601,539900.0,2.0,2.0,Loop,1102.0,41.887094,-87.6153778
Condo/Co-op,204 N Park Dr,60601,2100000.0,3.0,3.5,Loop,3200.0,41.8863523,-87.6194233
Condo/Co-op,222 N Columbus Dr #3401,60601,295000.0,1.0,1.0,Loop,835.0,41.8865605,-87.6215903
Condo/Co-op,400 E Randolph St #3429,60601,519000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,222 N Columbus Dr #3001,60601,299900.0,1.0,1.0,Loop,830.0,41.8865605,-87.6215903
Condo/Co-op,450 E Waterside Dr #1102,60601,999000.0,2.0,2.5,Loop,2123.0,41.887094,-87.6153778
Condo/Co-op,400 E Randolph St #1030,60601,579000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,8 E Randolph St #1808,60601,539000.0,2.0,2.0,Loop,1348.0,41.884851,-87.6275115
Condo/Co-op,340 E Randolph St #905,60601,775000.0,1.0,1.5,Loop,1224.0,41.8848445,-87.6187718
Condo/Co-op,400 E Randolph St #3717,60601,399000.0,1.0,1.0,Loop,860.0,41.8848489,-87.6168112
Condo/Co-op,360 E Randolph St #3901,60601,1125000.0,3.0,2.5,Loop,1877.0,41.8848808,-87.6179442
Condo/Co-op,222 N Columbus Dr #1710,60601,275000.0,1.0,1.0,Loop,835.0,41.8865605,-87.6215903
Condo/Co-op,360 E Randolph St #402,60601,419900.0,1.0,1.5,Loop,1000.0,41.8848808,-87.6179442
Condo/Co-op,400 E Randolph St #2410,60601,475000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,195 N Harbor Dr #4303,60601,849500.0,3.0,2.5,Loop,1600.0,41.8855212,-87.6146956
Condo/Co-op,420 E Waterside Dr #2812,60601,835000.0,2.0,2.0,Loop,1586.0,41.8872408,-87.6162562
Condo/Co-op,450 E Waterside Dr #3409,60601,2495000.0,3.0,3.0,Loop,2714.0,41.887094,-87.6153778
Condo/Co-op,400 E Randolph St #809,60601,615000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #300,60601,549000.0,1.0,1.0,Loop,1040.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr #2805,60601,375000.0,1.0,1.0,Loop,904.0,41.887094,-87.6153778
Condo/Co-op,420 E Waterside Dr #1303,60601,489000.0,2.0,2.0,Loop,1182.0,41.8871935,-87.6161158
Condo/Co-op,400 E Randolph St #3409,60601,600000.0,2.0,2.0,Loop,1250.0,41.8848489,-87.6168112
Condo/Co-op,225 N Columbus Dr #7603,60601,699900.0,2.0,2.0,Loop,1176.0,41.8864588,-87.6197781
Condo/Co-op,195 N Harbor Dr #2708,60601,450000.0,2.0,2.0,Loop,1300.0,41.8855212,-87.6146956
Condo/Co-op,225 N Columbus Dr #6302,60601,975000.0,2.0,2.5,Loop,1581.0,41.8864588,-87.6197781
Condo/Co-op,195 N Harbor Dr #1604,60601,450000.0,2.0,2.0,Loop,1200.0,41.8855212,-87.6146956
Condo/Co-op,200 N Dearborn St #1804,60601,239900.0,1.0,1.0,Loop,835.0,41.8860644,-87.6298907
Condo/Co-op,340 E Randolph St #6003,60601,3650000.0,3.0,3.5,Loop,4010.0,41.8848445,-87.6187718
Condo/Co-op,340 E Randolph St #4502,60601,975000.0,2.0,2.0,Loop,1647.0,41.8848445,-87.6187718
Condo/Co-op,222 N Columbus Dr #3703,60601,399900.0,2.0,2.0,Loop,1177.0,41.8865605,-87.6215903
Condo/Co-op,420 E Waterside Dr #2301,60601,655000.0,2.0,2.0,Loop,1546.0,41.8871935,-87.6161158
Condo/Co-op,360 E Randolph St #3906,60601,345000.0,1.0,1.5,Loop,1000.0,41.8848808,-87.6179442
Condo/Co-op,155 N Harbor Dr #2410,60601,468500.0,2.0,2.0,Loop,1350.0,41.8850094,-87.6148097
Condo/Co-op,155 N Harbor Dr #814,60601,275000.0,0.0,1.0,Loop,758.0,41.8850094,-87.6148097
Condo/Co-op,200 N Dearborn St #3006,60601,318000.0,2.0,2.0,Loop,1205.0,41.8860644,-87.6298907
Condo/Co-op,195 N Harbor Dr Unit 4801-4809,60601,845000.0,2.0,2.5,Loop,2300.0,41.8856937,-87.6146613
Condo/Co-op,340 E Randolph St #404,60601,650000.0,2.0,2.5,Loop,1687.0,41.8848445,-87.6187718
Condo/Co-op,420 E Waterside Dr #3304,60601,395000.0,1.0,1.0,Loop,,41.8872408,-87.6162562
Condo/Co-op,222 N Columbus Dr #706,60601,215000.0,1.0,1.0,Loop,700.0,41.8865605,-87.6215903
Condo/Co-op,195 N Harbor Dr #3208,60601,475000.0,2.0,2.0,Loop,1300.0,41.8855212,-87.6146956
Condo/Co-op,195 N Harbor Dr #5204,60601,444900.0,2.0,2.0,Loop,1139.0,41.8855212,-87.6146956
Condo/Co-op,222 N Columbus Dr #404,60601,349900.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,225 N Columbus Dr #5314,60601,450000.0,1.0,1.0,Loop,850.0,41.8864588,-87.6197781
Condo/Co-op,155 N Harbor Dr #4505,60601,375000.0,1.0,1.0,Loop,858.0,41.8850094,-87.6148097
Condo/Co-op,155 N Harbor Dr #4507,60601,339900.0,1.0,1.5,Loop,1000.0,41.8850094,-87.6148097
Condo/Co-op,8 E Randolph St #1901,60601,523900.0,2.0,2.0,Loop,1365.0,41.884851,-87.6275115
Condo/Co-op,360 E Randolph St #707,60601,447500.0,2.0,2.0,Loop,1300.0,41.8848808,-87.6179442
Condo/Co-op,200 N Dearborn St #3404,60601,240000.0,1.0,1.0,Loop,850.0,41.8860644,-87.6298907
Condo/Co-op,360 E Randolph St #905,60601,549000.0,2.0,2.0,Loop,1567.0,41.8848808,-87.6179442
Condo/Co-op,225 N Columbus Dr #7107,60601,549000.0,1.0,1.0,Loop,881.0,41.8864588,-87.6197781
Condo/Co-op,8 E Randolph St #1607,60601,325000.0,1.0,1.0,Loop,861.0,41.884851,-87.6275115
Condo/Co-op,201 N Westshore Dr #1108,60601,549000.0,2.0,2.5,Loop,1295.0,41.8861967,-87.6159291
Condo/Co-op,195 N Harbor Dr #3209,60601,529000.0,2.0,2.0,Loop,1139.0,41.8855212,-87.6146956
Condo/Co-op,400 E Randolph St #2528,60601,365000.0,1.0,1.0,Loop,850.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #401,60601,799000.0,1.0,1.5,Loop,1353.0,41.8848626,-87.6187765
Condo/Co-op,222 N Columbus Dr #304,60601,329900.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,200 N Dearborn St #1202,60601,249900.0,1.0,1.0,Loop,885.0,41.8860644,-87.6298907
Condo/Co-op,200 N Dearborn St #1404,60601,237000.0,1.0,1.0,Loop,835.0,41.8860876,-87.6300102
Condo/Co-op,360 E Randolph St #1102,60601,420000.0,1.0,1.5,Loop,1000.0,41.8848808,-87.6179442
Condo/Co-op,222 N Columbus Dr #1802,60601,349900.0,2.0,2.0,Loop,1170.0,41.8865605,-87.6215903
Condo/Co-op,211 N Harbor Dr #1501,60601,855575.0,2.0,2.0,Loop,1201.0,41.8856436,-87.615466
Condo/Co-op,211 N Harbor Dr #2005,60601,510130.0,1.0,1.0,Loop,685.0,41.8856436,-87.615466
Condo/Co-op,211 N Harbor Dr #2107,60601,494860.0,1.0,1.0,Loop,663.0,41.8856436,-87.615466
Condo/Co-op,225 N Columbus Dr #5607,60601,369000.0,0.0,1.0,Loop,600.0,41.8864588,-87.6197781
Condo/Co-op,200 N Dearborn St #3805,60601,227500.0,1.0,1.0,Loop,755.0,41.8860644,-87.6298907
Condo/Co-op,340 E Randolph St #1304,60601,935000.0,2.0,2.5,Loop,1902.0,41.8848445,-87.6187718
Condo/Co-op,340 E Randolph St #4902,60601,995000.0,2.0,2.5,Loop,1647.0,41.8848445,-87.6187718
Condo/Co-op,8 E Randolph St #1403,60601,309900.0,1.0,1.0,Loop,951.0,41.884851,-87.6275115
Condo/Co-op,340 E Randolph St #1203,60601,1295000.0,2.0,2.0,Loop,1567.0,41.8847771,-87.6190621
Condo/Co-op,155 N Harbor Dr #307,60601,335000.0,2.0,1.5,Loop,990.0,41.8850094,-87.6148097
Condo/Co-op,420 E Waterside Dr #1801,60601,629000.0,2.0,2.0,Loop,1546.0,41.8871935,-87.6161158
Townhouse,187 N Westshore Dr,60601,1799000.0,3.0,4.0,Loop,4000.0,41.8856592,-87.6159631
Condo/Co-op,222 N Columbus Dr #904,60601,324000.0,2.0,2.0,Loop,1225.0,41.8865605,-87.6215903
Condo/Co-op,340 E Randolph St #303,60601,1400000.0,3.0,3.0,Loop,1906.0,41.8848445,-87.6187718
Condo/Co-op,340 E Randolph St #5304,60601,1400000.0,2.0,2.5,Loop,1902.0,41.8848445,-87.6187718
Condo/Co-op,155 N Harbor Dr #5307,60601,339500.0,1.0,1.5,Loop,990.0,41.8850094,-87.6148097
Condo/Co-op,400 E Randolph St #1205,60601,460000.0,1.0,1.0,Loop,850.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #504,60601,875000.0,2.0,2.5,Loop,1902.0,41.8847771,-87.6190621
Condo/Co-op,225 N Columbus Dr #5511,60601,480000.0,1.0,1.0,Loop,801.0,41.8864588,-87.6197781
Condo/Co-op,420 E Waterside Dr #910,60601,519000.0,1.0,1.5,Loop,1141.0,41.8871935,-87.6161158
Condo/Co-op,340 E Randolph St #2702,60601,949000.0,1.0,1.5,Loop,1314.0,41.8848445,-87.6187718
Condo/Co-op,155 N Harbor Dr #3406,60601,289000.0,1.0,1.0,Loop,797.0,41.8850094,-87.6148097
Condo/Co-op,200 N Dearborn St #2802,60601,324000.0,2.0,2.0,Loop,1200.0,41.8860644,-87.6298907
Condo/Co-op,195 N Harbor Dr #3701,60601,519000.0,2.0,2.0,Loop,1140.0,41.8855212,-87.6146956
Condo/Co-op,340 E Randolph St #2202,60601,750000.0,2.0,2.0,Loop,1500.0,41.8848445,-87.6187718
Condo/Co-op,201 N Westshore Dr #808,60601,495000.0,2.0,2.5,Loop,1295.0,41.8861967,-87.6159291
Condo/Co-op,8 E Randolph St #1104,60601,529000.0,2.0,2.0,Loop,1446.0,41.884851,-87.6275115
Condo/Co-op,400 E Randolph St #1904,60601,219000.0,0.0,1.0,Loop,650.0,41.8848489,-87.6168112
Condo/Co-op,222 N Columbus Dr #5203,60601,799000.0,3.0,2.5,Loop,1790.0,41.8865605,-87.6215903
Condo/Co-op,60 E Randolph St Unit 20D,60601,1420000.0,3.0,3.5,Loop,2136.0,41.8850186,-87.6259883
Condo/Co-op,60 E Randolph St Unit 20C,60601,1660000.0,3.0,3.5,Loop,2250.0,41.8850186,-87.6259883
Condo/Co-op,60 E Randolph St Unit 20B,60601,1970000.0,4.0,3.5,Loop,2643.0,41.8850186,-87.6259883
Condo/Co-op,60 E Randolph St Unit 20A,60601,2075000.0,3.0,3.5,Loop,2662.0,41.8850186,-87.6259883
Condo/Co-op,400 E Randolph St #3315,60601,396950.0,1.0,1.0,Loop,825.0,41.8848489,-87.6168112
Condo/Co-op,400 E Randolph St #1722,60601,215000.0,0.0,1.0,Loop,525.0,41.8848489,-87.6168112
Condo/Co-op,195 N Harbor Dr #2501,60601,424500.0,2.0,2.0,Loop,1139.0,41.8855212,-87.6146956
Condo/Co-op,155 N Harbor Dr #3111,60601,369000.0,1.0,1.0,Loop,960.0,41.8850094,-87.6148097
Condo/Co-op,195 N Harbor Dr #3402,60601,850000.0,3.0,2.0,Loop,1700.0,41.8855212,-87.6146956
Condo/Co-op,400 E Randolph St #1224,60601,325000.0,1.0,1.0,Loop,825.0,41.8848489,-87.6168112
Condo/Co-op,340 E Randolph St #2905,60601,899000.0,1.0,1.5,Loop,1224.0,41.8848626,-87.6187765
Condo/Co-op,340 E Randolph St #5204,60601,1435000.0,2.0,2.5,Loop,1902.0,41.8848445,-87.6187718
Condo/Co-op,225 N Columbus Dr #7508,60601,899000.0,2.0,2.5,Loop,1550.0,41.8864588,-87.6197781
Condo/Co-op,340 E Randolph St #402,60601,499900.0,1.0,1.5,Loop,1281.0,41.8848445,-87.6187718
Condo/Co-op,450 E Waterside Dr Unit 2906-08,60601,1924999.0,5.0,3.5,Loop,,41.8871115,-87.615275
Condo/Co-op,195 N Harbor Dr #2502,60601,699000.0,2.0,2.0,Loop,1600.0,41.8855212,-87.6146956
Condo/Co-op,400 E Randolph St #3018,60601,649000.0,3.0,2.0,Loop,1500.0,41.8848489,-87.6168112
Condo/Co-op,195 N Harbor Dr #4005,60601,500000.0,2.0,2.0,Loop,1250.0,41.8855212,-87.6146956
Condo/Co-op,360 E Randolph St #1508,60601,559000.0,2.0,2.0,Loop,1600.0,41.8848808,-87.6179442
Condo/Co-op,201 N Westshore Dr #1004,60601,394000.0,1.0,1.5,Loop,927.0,41.8861967,-87.6159291
