SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,360 E Randolph St #1002,Chicago,IL,60602,379900,1.0,1.5,Loop,1000.0,,1982.0,38,380.0,983.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-1002/home/14094881,MRED,10934870,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,340 E Randolph St #406,Chicago,IL,60601,429000,1.0,1.5,Loop,1081.0,,2007.0,38,397.0,671.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-406/home/26814936,MRED,10978557,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,400 E Randolph St #3114,Chicago,IL,60601,245000,0.0,1.0,Loop,650.0,,1963.0,41,377.0,458.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3114/home/14095202,MRED,10977407,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,195 N Harbor Dr #402,Chicago,IL,60601,848900,3.0,2.5,Loop,1600.0,,1991.0,42,531.0,1284.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-402/home/14093177,MRED,10976499,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,222 N Columbus Dr #407,Chicago,IL,60601,214900,1.0,1.0,Loop,685.0,,2002.0,44,314.0,557.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-407/home/12623230,MRED,10974583,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #204,Chicago,IL,60601,1200000,2.0,2.0,Loop,1687.0,,2007.0,45,711.0,858.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-204/home/26794780,MRED,10973372,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #2523,Chicago,IL,60601,300000,1.0,1.0,Loop,825.0,,1963.0,46,364.0,608.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2523/home/14095111,MRED,10972941,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6207,Chicago,IL,60601,500000,1.0,1.0,Loop,911.0,,2009.0,48,549.0,592.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6207/home/52638146,MRED,10972506,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3805,Chicago,IL,60601,249500,1.0,1.0,Loop,685.0,,2005.0,50,364.0,556.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3805/home/12620647,MRED,10970271,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6308,Chicago,IL,60601,840000,2.0,2.0,Loop,1547.0,,2009.0,50,543.0,1087.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6308/home/40380506,MRED,10970247,N,Y,41.8864588,-87.6197781
MLS Listing,,Parking,420 E Waterside Dr Unit P-253,Chicago,IL,60601,41000,,,Loop,,144.0,2006.0,50,,44.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-P-253/home/18928068,MRED,10970149,N,Y,41.887154,-87.6162245
MLS Listing,,Condo/Co-op,222 N Columbus Dr #412,Chicago,IL,60601,219000,1.0,1.0,Loop,835.0,,2003.0,50,262.0,649.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-412/home/12616425,MRED,10970113,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,400 E Randolph St #1511,Chicago,IL,60601,325000,0.0,1.0,Loop,650.0,,1963.0,50,500.0,542.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1511/home/14094461,MRED,10969719,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,8 E RANDOLPH St #1401,Chicago,IL,60601,557000,2.0,2.0,Loop,1495.0,,2008.0,51,373.0,946.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-1401/home/39566922,MRED,10968811,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6402,Chicago,IL,60601,1029000,2.0,2.5,Loop,1581.0,,2011.0,52,651.0,1367.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6402/home/52638154,MRED,10968633,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,363 E Wacker Dr #4007,Chicago,IL,60601,1148323,1.0,1.5,Loop,1315.0,,2020.0,52,873.0,702.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-4007/home/171726718,MRED,10967621,N,Y,41.8874575,-87.6183727
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1808,Chicago,IL,60601,439000,2.0,2.0,Loop,1225.0,,2002.0,53,358.0,920.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1808/home/12599066,MRED,10967405,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #1020,Chicago,IL,60601,499000,2.0,2.0,Loop,1250.0,,1963.0,54,399.0,974.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1020/home/22847226,MRED,10967146,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,363 E Wacker Dr #6401,Chicago,IL,60601,3899000,3.0,3.0,Loop,3314.0,,,54,1177.0,2104.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-6401/home/174147186,MRED,10967065,N,Y,41.8876573,-87.6194025
MLS Listing,,Condo/Co-op,363 E Wacker Dr #3701,Chicago,IL,60601,1860000,3.0,2.0,Loop,2294.0,,,54,811.0,994.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3701/home/174147099,MRED,10967059,N,Y,41.8876573,-87.6194025
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #2402,Chicago,IL,60601,715000,2.0,2.0,Loop,1500.0,,2007.0,57,477.0,756.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2402/home/26815124,MRED,10964662,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,340 E Randolph St #1606,Chicago,IL,60601,529000,1.0,1.5,Loop,1244.0,,2007.0,57,425.0,700.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-1606/home/26794875,MRED,10964648,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #1409,Chicago,IL,60601,630000,2.0,2.0,Loop,1250.0,,1963.0,57,504.0,1120.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1409/home/14093948,MRED,10964644,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #5703,Chicago,IL,60601,3950000,3.0,3.5,Loop,4268.0,,2007.0,57,925.0,2717.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-5703/home/26794912,MRED,10964555,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,225 N Columbus Dr #5804,Chicago,IL,60601,675000,1.0,1.5,Loop,1210.0,,2009.0,57,558.0,853.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-5804/home/52637970,MRED,10964241,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,8 E RANDOLPH St #2505,Chicago,IL,60601,475000,2.0,2.0,Loop,1348.0,,2006.0,58,352.0,984.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2505/home/39549392,MRED,10963715,N,Y,41.884653,-87.6274046
MLS Listing,,Condo/Co-op,400 E Randolph St #1104,Chicago,IL,60601,238800,1.0,1.0,Loop,650.0,,1964.0,58,367.0,458.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1104/home/14094807,MRED,10963631,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E Randolph St #2405,Chicago,IL,60601,2400000,3.0,2.5,Loop,2412.0,,2007.0,58,995.0,1591.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2405/home/26794846,MRED,10963296,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E Waterside Dr #1209,Chicago,IL,60601,465000,1.0,1.5,Loop,1024.0,,2007.0,58,454.0,656.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-1209/home/26780479,MRED,10963285,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #1206,Chicago,IL,60601,525000,1.0,1.5,Loop,1240.0,,2007.0,59,423.0,719.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-1206/home/26814926,MRED,10962990,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,340 E Randolph St #3501,Chicago,IL,60601,2050000,3.0,3.5,Loop,2371.0,,2007.0,59,865.0,1342.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-3501/home/26794854,MRED,10962853,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E Waterside Dr #707,Chicago,IL,60601,250000,0.0,1.0,Loop,650.0,,2007.0,59,385.0,321.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-707/home/26780443,MRED,10962518,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1901,Chicago,IL,60601,279000,1.0,1.0,Loop,835.0,,2002.0,59,334.0,630.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1901/home/12588654,MRED,10962212,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,222 N COLUMBUS Dr #910,Chicago,IL,60601,235000,1.0,1.0,Loop,695.0,,2003.0,59,338.0,547.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-910/home/12612165,MRED,10962198,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,8 E Randolph St #3207,Chicago,IL,60601,315000,1.0,1.0,Loop,834.0,,2008.0,61,378.0,705.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-3207/home/39567042,MRED,10958594,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,400 E Randolph St #1102,Chicago,IL,60601,225000,0.0,1.0,Loop,650.0,,1963.0,62,346.0,451.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1102/home/22943816,MRED,10961237,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3005,Chicago,IL,60601,224900,1.0,1.0,Loop,670.0,,2002.0,66,336.0,557.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3005/home/12601949,MRED,10959467,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #1114,Chicago,IL,60601,329500,0.0,1.0,Loop,,,1974.0,66,,457.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1114/home/14093819,MRED,10959198,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,450 E Waterside Dr #2603,Chicago,IL,60601,539900,2.0,2.0,Loop,1102.0,,2007.0,66,490.0,688.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-2603/home/26815492,MRED,10959088,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,204 N Park Dr,Chicago,IL,60601,2100000,3.0,3.5,Loop,3200.0,,2010.0,68,656.0,1142.0,Active,,,http://www.redfin.com/IL/Chicago/204-N-Park-Dr-60601/unit-3/home/52635167,MRED,10958759,N,Y,41.8863523,-87.6194233
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3401,Chicago,IL,60601,295000,1.0,1.0,Loop,835.0,,2002.0,72,353.0,627.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3401/home/12620653,MRED,10957600,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,400 E Randolph St #3429,Chicago,IL,60601,519000,2.0,2.0,Loop,1250.0,,1963.0,75,415.0,979.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3429/home/14094920,MRED,10956526,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3001,Chicago,IL,60601,299900,1.0,1.0,Loop,830.0,,2003.0,77,361.0,669.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3001/home/12595696,MRED,10955374,N,Y,41.8865605,-87.6215903
MLS Listing,,Parking,165 N Field Blvd Unit D25,Chicago,IL,60601,20900,,,Loop,,144.0,1989.0,78,,69.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-D25/home/28572799,MRED,10954882,N,Y,41.8850992,-87.6165554
MLS Listing,,Parking,165 N Field Blvd Unit D11,Chicago,IL,60601,20900,,,Loop,,144.0,1989.0,78,,60.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-D11/home/28572801,MRED,10954881,N,Y,41.8849953,-87.6166771
MLS Listing,,Condo/Co-op,450 E Waterside Dr #1102,Chicago,IL,60601,999000,2.0,2.5,Loop,2123.0,,2007.0,78,471.0,1088.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-1102/home/26780467,MRED,10954593,N,Y,41.887094,-87.6153778
MLS Listing,,Parking,165 N Field Blvd Unit E12,Chicago,IL,60601,19900,,,Loop,,144.0,1989.0,79,,74.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-E12/home/173958353,MRED,10954144,N,Y,41.8851328,-87.6173508
MLS Listing,,Parking,165 N Field Blvd Unit F6,Chicago,IL,60601,19900,,,Loop,,144.0,1989.0,79,,66.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-F6/home/21870975,MRED,10954139,N,Y,41.8849953,-87.6166771
MLS Listing,,Parking,165 N Field Blvd Unit P5,Chicago,IL,60601,19900,,,Loop,,144.0,1989.0,79,,60.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-P-5/home/39503124,MRED,10954135,N,Y,41.8847909,-87.6171131
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #1030,Chicago,IL,60601,579000,2.0,2.0,Loop,1250.0,,1963.0,79,463.0,991.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1030/home/14095060,MRED,10953650,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,8 E RANDOLPH St #1808,Chicago,IL,60601,539000,2.0,2.0,Loop,1348.0,,2008.0,80,400.0,929.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-1808/home/39566884,MRED,10953221,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #905,Chicago,IL,60601,775000,1.0,1.5,Loop,1224.0,,2007.0,83,633.0,613.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-905/home/26794794,MRED,10951600,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,400 E Randolph St #3717,Chicago,IL,60601,399000,1.0,1.0,Loop,860.0,,1963.0,85,464.0,746.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3717/home/14094895,MRED,10949937,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,360 E Randolph St #3901,Chicago,IL,60601,1125000,3.0,2.5,Loop,1877.0,,1982.0,90,599.0,1887.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-3901/home/14094477,MRED,10947082,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,222 N COLUMBUS Dr #1710,Chicago,IL,60601,275000,1.0,1.0,Loop,835.0,,2003.0,91,329.0,669.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1710/home/12612155,MRED,10946016,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,360 E Randolph St #402,Chicago,IL,60601,419900,1.0,1.5,Loop,1000.0,,1981.0,93,420.0,775.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-402/home/14094499,MRED,10944524,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #2410,Chicago,IL,60601,475000,2.0,2.0,Loop,1250.0,,1963.0,93,380.0,950.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2410/home/14094720,MRED,10944382,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,195 N HARBOR Dr #4303,Chicago,IL,60601,849500,3.0,2.5,Loop,1600.0,,1991.0,93,531.0,1380.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4303/home/14093162,MRED,10925815,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,420 E Waterside Dr #2812,Chicago,IL,60601,835000,2.0,2.0,Loop,1586.0,,2006.0,94,526.0,1036.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-2812/home/18938872,MRED,10943709,N,Y,41.8872408,-87.6162562
MLS Listing,,Condo/Co-op,450 E Waterside Dr #3409,Chicago,IL,60601,2495000,3.0,3.0,Loop,2714.0,,2007.0,94,919.0,1653.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-3409/home/21806468,MRED,10943505,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,400 E Randolph St #809,Chicago,IL,60601,615000,2.0,2.0,Loop,1250.0,,1963.0,97,492.0,1018.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-809/home/14094435,MRED,10941936,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #300,Chicago,IL,60601,549000,1.0,1.0,Loop,1040.0,,2007.0,101,528.0,682.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-300/home/28433761,MRED,10939589,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E Waterside Dr #2805,Chicago,IL,60601,375000,1.0,1.0,Loop,904.0,,2008.0,103,415.0,460.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-2805/home/26780563,MRED,10938868,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,420 E Waterside Dr #1303,Chicago,IL,60601,489000,2.0,2.0,Loop,1182.0,,2006.0,106,414.0,703.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-1303/home/18928129,MRED,10936929,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #3409,Chicago,IL,60601,600000,2.0,2.0,Loop,1250.0,,1963.0,107,480.0,1032.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3409/home/14095090,MRED,10935226,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,225 N Columbus Dr #7603,Chicago,IL,60601,699900,2.0,2.0,Loop,1176.0,,2009.0,109,595.0,995.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-7603/home/52638117,MRED,10934083,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,195 N Harbor Dr #2708,Chicago,IL,60601,450000,2.0,2.0,Loop,1300.0,,1991.0,111,346.0,1135.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-2708/home/14093233,MRED,10932916,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6302,Chicago,IL,60601,975000,2.0,2.5,Loop,1581.0,,2009.0,111,617.0,1348.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6302/home/52638150,MRED,10932866,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,195 N Harbor Dr #1604,Chicago,IL,60601,450000,2.0,2.0,Loop,1200.0,,1991.0,111,375.0,793.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-1604/home/14093290,MRED,10932707,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,200 N Dearborn St #1804,Chicago,IL,60601,239900,1.0,1.0,Loop,835.0,,1989.0,112,287.0,649.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-1804/home/39564859,MRED,10932154,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,340 E Randolph St #6003,Chicago,IL,60601,3650000,3.0,3.5,Loop,4010.0,,2007.0,117,910.0,2478.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-6003/home/28433768,MRED,10927737,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,340 E Randolph St #4502,Chicago,IL,60601,975000,2.0,2.0,Loop,1647.0,,2009.0,118,592.0,885.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-4502/home/26815596,MRED,10926810,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3703,Chicago,IL,60601,399900,2.0,2.0,Loop,1177.0,,2004.0,123,340.0,925.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3703/home/12603571,MRED,10922365,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,420 E WATERSIDE Dr #2301,Chicago,IL,60601,655000,2.0,2.0,Loop,1546.0,,2006.0,125,424.0,889.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-2301/home/18938878,MRED,10921434,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,360 E Randolph St #3906,Chicago,IL,60601,345000,1.0,1.5,Loop,1000.0,,1992.0,126,345.0,963.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-3906/home/14093688,MRED,10920794,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #2410,Chicago,IL,60601,468500,2.0,2.0,Loop,1350.0,,1974.0,127,347.0,981.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-2410/home/14093804,MRED,10918948,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #814,Chicago,IL,60601,275000,0.0,1.0,Loop,758.0,,1974.0,128,363.0,465.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-814/home/14094883,MRED,10918253,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,200 N Dearborn St #3006,Chicago,IL,60601,318000,2.0,2.0,Loop,1205.0,,1989.0,129,264.0,959.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-3006/home/39565098,MRED,10916930,N,Y,41.8860644,-87.6298907
MLS Listing,,Parking,225 N columbus Dr Unit P3-14,Chicago,IL,60601,60000,,,Loop,,144.0,2009.0,131,,62.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-P3-14/home/145070371,MRED,10916064,N,Y,41.8865691,-87.6198899
MLS Listing,,Condo/Co-op,195 N Harbor Dr Unit 4801-4809,Chicago,IL,60601,845000,2.0,2.5,Loop,2300.0,,1991.0,132,367.0,1993.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4801-4809/home/173498906,MRED,10911182,N,Y,41.8856937,-87.6146613
MLS Listing,,Condo/Co-op,340 E Randolph St #404,Chicago,IL,60601,650000,2.0,2.5,Loop,1687.0,,2007.0,133,385.0,915.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-404/home/26794817,MRED,10914784,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,420 E WATERSIDE Dr #3304,Chicago,IL,60601,395000,1.0,1.0,Loop,,,2006.0,133,,539.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-3304/home/18935339,MRED,10913962,N,Y,41.8872408,-87.6162562
MLS Listing,,Condo/Co-op,222 N Columbus Dr #706,Chicago,IL,60601,215000,1.0,1.0,Loop,700.0,,2002.0,133,307.0,557.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-706/home/12620684,MRED,10913740,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,195 N Harbor Dr #3208,Chicago,IL,60601,475000,2.0,2.0,Loop,1300.0,,1991.0,136,365.0,1276.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-3208/home/14093278,MRED,10911177,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,195 N Harbor Dr #5204,Chicago,IL,60601,444900,2.0,2.0,Loop,1139.0,,1996.0,141,391.0,986.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-5204/home/14092876,MRED,10905825,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,222 N Columbus Dr #404,Chicago,IL,60601,349900,2.0,2.0,Loop,1225.0,,2002.0,141,286.0,962.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-404/home/12603605,MRED,10905663,N,Y,41.8865605,-87.6215903
MLS Listing,,Parking,165 N Field Blvd Unit J25-J26,Chicago,IL,60601,27000,,,Loop,,144.0,1989.0,141,,50.0,Active,,,http://www.redfin.com/IL/Chicago/165-N-Field-Blvd-60601/unit-J25-J26/home/173426901,MRED,10905246,N,Y,41.8851328,-87.6173508
MLS Listing,,Condo/Co-op,225 N Columbus Dr #5314,Chicago,IL,60601,450000,1.0,1.0,Loop,850.0,,2009.0,141,529.0,576.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-5314/home/18444430,MRED,10904843,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,155 N Harbor Dr #4505,Chicago,IL,60601,375000,1.0,1.0,Loop,858.0,,1974.0,142,437.0,630.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-4505/home/14093242,MRED,10903988,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #4507,Chicago,IL,60601,339900,1.0,1.5,Loop,1000.0,,1974.0,142,340.0,778.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-4507/home/14093125,MRED,10903650,N,Y,41.8850094,-87.6148097
