SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,201 N Westshore Dr #2208,Chicago,IL,60601,495500,2.0,2.5,Loop,1295.0,,2004.0,41,383.0,849.0,Active,,,http://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-2208/home/12646880,MRED,10977134,N,Y,41.8861967,-87.6159291
MLS Listing,,Condo/Co-op,200 N Dearborn St #1006,Chicago,IL,60601,307500,2.0,2.0,Loop,1200.0,,1989.0,58,256.0,679.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-1006/home/39564776,MRED,10963460,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,195 N Harbor Dr #4808,Chicago,IL,60601,499900,2.0,2.0,Loop,1287.0,,1991.0,59,388.0,1252.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-4808/home/14093393,MRED,10962483,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,222 N Columbus Dr #2003,Chicago,IL,60601,359000,2.0,2.0,Loop,1225.0,,2003.0,358,293.0,968.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-2003/home/12599065,MRED,10662542,N,Y,41.8865605,-87.6215903
Redfin Data,,Condo/Co-op,8 E Randolph St #2804,Chicago,IL,60601,525000,2.0,2.0,Chicago,1365.0,,2008.0,8,385.0,1183.0,Pre On-Market,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2804/home/39567068,Coming Soon,67081,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,400 E Randolph St #1312,Chicago,IL,60601,209000,0.0,1.0,Loop,650.0,,1964.0,1,322.0,453.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1312/home/14095359,MRED,11009395,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #1002,Chicago,IL,60601,699000,2.0,2.0,Loop,1500.0,,2007.0,1,466.0,756.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-1002/home/26794803,MRED,11009222,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E Waterside Dr #2509,Chicago,IL,60601,879000,2.0,2.0,Loop,1644.0,,2007.0,1,535.0,1117.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-2509/home/26780552,MRED,11009062,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,420 E Waterside Dr #1403,Chicago,IL,60601,475000,2.0,2.0,Loop,1150.0,,2007.0,1,413.0,684.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-1403/home/18935351,MRED,11008874,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,340 E Randolph St #703,Chicago,IL,60601,1250000,2.0,2.0,Loop,1567.0,,2007.0,2,798.0,858.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-703/home/21788251,MRED,11008347,N,Y,41.8848626,-87.6187765
MLS Listing,,Condo/Co-op,420 E WATERSIDE Dr #905,Chicago,IL,60601,375000,1.0,1.0,Loop,995.0,,2006.0,2,377.0,500.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-905/home/18913645,MRED,11008127,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,450 E Waterside Dr #3307,Chicago,IL,60601,975000,2.0,2.5,Loop,1839.0,,2007.0,2,530.0,1100.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-3307/home/26795168,MRED,11007938,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,222 N Columbus Dr #702,Chicago,IL,60601,199999,1.0,1.0,Loop,600.0,,2002.0,2,333.0,442.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-702/home/12595756,MRED,11007823,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,200 N Dearborn St #1901,Chicago,IL,60601,189900,0.0,1.0,Loop,700.0,,1989.0,3,271.0,350.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-1901/home/144508441,MRED,11007012,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #5206,Chicago,IL,60601,2275000,3.0,2.5,Loop,2354.0,,2007.0,3,966.0,1244.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-5206/home/26815622,MRED,11006990,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,201 N Westshore Dr #502,Chicago,IL,60601,585000,3.0,2.0,Loop,1478.0,,2005.0,3,396.0,797.0,Active,,,http://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-502/home/12647071,MRED,11006972,N,Y,41.8861967,-87.6159291
MLS Listing,,Condo/Co-op,201 N WESTSHORE Dr #1908,Chicago,IL,60601,585000,2.0,2.5,Loop,1295.0,,2005.0,3,452.0,799.0,Active,,,http://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-1908/home/12635689,MRED,11006939,N,Y,41.8861967,-87.6159291
MLS Listing,,Condo/Co-op,155 N Harbor Dr #5306,Chicago,IL,60601,347000,1.0,1.0,Loop,800.0,,1974.0,3,434.0,588.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-5306/home/14092859,MRED,11006765,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1402,Chicago,IL,60601,345000,2.0,2.0,Loop,1170.0,,2002.0,3,295.0,894.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1402/home/12616076,MRED,11006406,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #4107,Chicago,IL,60601,350000,2.0,1.5,Loop,990.0,,1974.0,5,354.0,827.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-4107/home/14094197,MRED,11005619,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,200 N Dearborn St #4106,Chicago,IL,60601,395000,2.0,2.0,Loop,1205.0,,1989.0,6,328.0,959.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-4106/home/144508656,MRED,11005401,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #2529,Chicago,IL,60601,495000,2.0,2.0,Loop,1250.0,,1963.0,6,396.0,931.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2529/home/12565796,MRED,11004703,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6804,Chicago,IL,60601,699000,1.0,1.5,Loop,1209.0,,2009.0,6,578.0,,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6804/home/52638183,MRED,11004563,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,400 E Randolph St #2829,Chicago,IL,60601,450000,2.0,2.0,Loop,1250.0,,1964.0,6,360.0,995.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2829/home/14095040,MRED,11004474,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,360 E Randolph St #2104,Chicago,IL,60601,749000,2.0,2.0,Loop,1567.0,,1992.0,7,478.0,1530.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-2104/home/14094489,MRED,11003582,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #3521,Chicago,IL,60601,230000,1.0,1.0,Loop,,,1963.0,7,,441.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3521/home/14094691,MRED,11003404,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E Randolph St #302,Chicago,IL,60601,580000,1.0,1.5,Loop,1281.0,,2007.0,8,453.0,632.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-302/home/26814943,MRED,11003010,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,400 E Randolph St #2527,Chicago,IL,60601,344900,1.0,1.0,Loop,850.0,,1963.0,8,406.0,599.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2527/home/14095108,MRED,11002639,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,400 E Randolph St #2114,Chicago,IL,60601,249900,1.0,1.0,Loop,,,1964.0,8,,457.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2114/home/14093927,MRED,11002510,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #3701,Chicago,IL,60601,2195000,3.0,3.5,Loop,2371.0,,2007.0,8,926.0,1181.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-3701/home/26815095,MRED,11002456,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,155 N Harbor Dr #1706,Chicago,IL,60601,325000,1.0,1.0,Loop,824.0,,1974.0,10,394.0,581.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1706/home/14094235,MRED,11000721,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,8 E RANDOLPH St #2901,Chicago,IL,60601,570000,2.0,2.0,Loop,,,2007.0,10,,1125.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2901/home/39558049,MRED,11000709,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,363 E Wacker Dr #5905,Chicago,IL,60601,2490000,3.0,3.0,Loop,2049.0,,2020.0,10,1215.0,1343.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-5905/home/105413733,MRED,11000422,N,Y,41.8874575,-87.6183727
MLS Listing,,Condo/Co-op,363 E Wacker Dr #2506,Chicago,IL,60601,2491334,3.0,2.5,Loop,2499.0,,,10,997.0,1507.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-2506/home/174474727,MRED,11000421,N,Y,41.887464,-87.6174819
MLS Listing,,Condo/Co-op,363 E Wacker Dr #3204,Chicago,IL,60601,1700000,2.0,2.0,Loop,1714.0,,2020.0,10,992.0,1002.0,Active,,,http://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3204/home/166753744,MRED,11000413,N,Y,41.8874698,-87.6182644
MLS Listing,,Condo/Co-op,201 N Westshore Dr #2307,Chicago,IL,60601,669900,2.0,2.0,Loop,1446.0,,2005.0,11,463.0,975.0,Active,,,http://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-2307/home/12658809,MRED,11000173,N,Y,41.8861967,-87.6159291
MLS Listing,,Condo/Co-op,360 E Randolph St #3703,Chicago,IL,60601,1249000,3.0,2.5,Loop,1915.0,,1982.0,12,652.0,1923.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-3703/home/21866623,MRED,11000015,N,Y,41.8848808,-87.6179442
MLS Listing,,Condo/Co-op,420 E Waterside Dr #1213,Chicago,IL,60601,459900,1.0,1.0,Loop,870.0,,2006.0,13,529.0,650.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-1213/home/18942118,MRED,10999248,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,8 E Randolph St #2706,Chicago,IL,60601,324900,1.0,1.0,Loop,925.0,,2008.0,13,351.0,660.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2706/home/39567072,MRED,10999205,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,195 N Harbor Dr #5408,Chicago,IL,60601,465000,2.0,2.0,Loop,1294.0,,1991.0,13,359.0,1269.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-5408/home/12584388,MRED,10999028,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,450 E Waterside Dr #2005,Chicago,IL,60601,360000,1.0,1.0,Loop,904.0,,2007.0,14,398.0,521.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-2005/home/26780530,MRED,10998707,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #1506,Chicago,IL,60601,329000,1.0,1.0,Loop,,,1974.0,15,,574.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1506/home/14092838,MRED,10997389,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #1501,Chicago,IL,60601,245000,0.0,1.0,Loop,708.0,,1974.0,15,346.0,487.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-1501/home/14092839,MRED,10997322,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #907,Chicago,IL,60601,355000,2.0,2.0,Loop,990.0,,1974.0,15,359.0,758.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-907/home/14094901,MRED,10997140,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,225 N Columbus Dr #5301,Chicago,IL,60601,489000,1.0,1.0,Loop,863.0,,2009.0,15,567.0,719.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-5301/home/52637947,MRED,10934090,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6701,Chicago,IL,60601,1200000,3.0,2.5,Loop,1756.0,,2009.0,15,683.0,1498.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6701/home/52638173,MRED,10997129,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,420 E Waterside Dr #1912,Chicago,IL,60601,825000,2.0,2.0,Loop,1446.0,,2007.0,15,571.0,1016.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-1912/home/18920869,MRED,10818899,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,,Chicago,IL,60601,245000,1.0,1.0,Loop,660.0,,2003.0,16,371.0,450.0,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60601/home/12595749,MRED,10996678,N,Y,41.8864594,-87.6216846
MLS Listing,,Condo/Co-op,8 E Randolph St #2803,Chicago,IL,60601,312000,1.0,1.0,Loop,925.0,,2008.0,16,337.0,,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2803/home/39567075,MRED,10996650,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,450 E Waterside Dr #3201,Chicago,IL,60601,2385000,3.0,3.5,Loop,3231.0,,2007.0,16,738.0,2190.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-3201/home/26815441,MRED,10996186,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,450 E Waterside Dr #2103,Chicago,IL,60601,699000,2.0,2.0,Loop,1135.0,,2008.0,17,616.0,680.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-2103/home/26795154,MRED,10995876,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,222 N Columbus Dr #301,Chicago,IL,60601,220000,1.0,1.0,Loop,,,2005.0,17,,649.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-301/home/12607501,MRED,10995490,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,450 E Waterside Dr #1004,Chicago,IL,60601,325000,1.0,1.0,Loop,870.0,,2007.0,17,374.0,436.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-1004/home/26780463,MRED,10995315,N,Y,41.887094,-87.6153778
MLS Listing,,Parking,200 N Dearborn St Unit P-97,Chicago,IL,60601,32000,,,Loop,,,1989.0,17,,92.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-P-97/home/39564905,MRED,10995280,N,Y,41.8860876,-87.6300102
MLS Listing,,Condo/Co-op,400 E Randolph St #920,Chicago,IL,60601,480000,2.0,2.0,Loop,1250.0,,1963.0,17,384.0,978.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-920/home/12570391,MRED,10995273,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,8 E Randolph St #1604,Chicago,IL,60601,579900,2.0,2.0,Loop,1446.0,,2008.0,20,401.0,1072.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-1604/home/39566866,MRED,10994021,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,450 E Waterside Dr #303,Chicago,IL,60601,500000,1.0,1.5,Loop,1080.0,,2008.0,20,463.0,536.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-303/home/26780624,MRED,10993842,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,200 N Dearborn St #2405,Chicago,IL,60601,248900,1.0,1.0,Loop,755.0,,1989.0,21,330.0,462.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-2405/home/39565083,MRED,10993441,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #304,Chicago,IL,60601,379000,1.0,1.5,Loop,1000.0,,1974.0,21,379.0,715.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-304/home/14094637,MRED,10993198,N,Y,41.8848951,-87.6153982
MLS Listing,,Condo/Co-op,400 E Randolph St #1318,Chicago,IL,60601,349000,1.0,1.0,Loop,825.0,,,21,423.0,651.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1318/home/14094804,MRED,10993077,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,400 E Randolph St #1608,Chicago,IL,60601,524995,2.0,2.0,Loop,1475.0,,1963.0,21,356.0,1114.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1608/home/14093942,MRED,10992751,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,8 E Randolph St #1701,Chicago,IL,60601,500000,2.0,2.0,Loop,1365.0,,2008.0,22,366.0,996.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-1701/home/39566871,MRED,10992259,N,Y,41.884851,-87.6275115
MLS Listing,,Parking,450 E waterside Dr #305,Chicago,IL,60601,49500,,,Loop,,144.0,2007.0,22,,35.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-305/home/26780623,MRED,10992223,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,340 E Randolph St #2005,Chicago,IL,60601,2400000,3.0,2.5,Loop,2412.0,,2007.0,22,995.0,1599.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2005/home/21808439,MRED,10992154,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E Waterside Dr #601,Chicago,IL,60601,599000,2.0,2.0,Loop,1153.0,,2007.0,22,520.0,782.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-601/home/26780605,MRED,10991751,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,400 E Randolph St #2830,Chicago,IL,60601,489500,2.0,2.0,Loop,1250.0,,1963.0,23,392.0,979.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2830/home/14094649,MRED,10991481,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,420 E Waterside Dr #1104,Chicago,IL,60601,309000,1.0,1.0,Loop,,,2007.0,23,,458.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-1104/home/18931369,MRED,10990819,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,400 E Randolph St #3502,Chicago,IL,60601,220000,0.0,1.0,Loop,650.0,,1963.0,24,338.0,429.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3502/home/14093978,MRED,10990090,N,Y,41.885003,-87.6168638
MLS Listing,,Condo/Co-op,420 E Waterside Dr #714,Chicago,IL,60601,380000,1.0,1.0,Loop,825.0,,2008.0,24,461.0,549.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-714/home/22825958,MRED,10990055,N,Y,41.8871935,-87.6161158
MLS Listing,,Condo/Co-op,420 E Waterside Dr #4014,Chicago,IL,60601,895000,2.0,2.0,Loop,1630.0,,2007.0,24,549.0,976.0,Active,,,http://www.redfin.com/IL/Chicago/420-E-Waterside-Dr-60601/unit-4014/home/18924458,MRED,10989845,N,Y,41.8872408,-87.6162562
MLS Listing,,Condo/Co-op,340 E Randolph St #2601,Chicago,IL,60601,1250000,2.0,2.5,Loop,2045.0,,2007.0,24,611.0,1193.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2601/home/26815126,MRED,10989755,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,450 E WATERSIDE Dr #3304,Chicago,IL,60601,879000,2.0,2.0,Loop,1409.0,,2007.0,24,624.0,858.0,Active,,,http://www.redfin.com/IL/Chicago/450-E-Waterside-Dr-60601/unit-3304/home/26815445,MRED,10956968,N,Y,41.887094,-87.6153778
MLS Listing,,Condo/Co-op,340 E RANDOLPH St #207,Chicago,IL,60601,699500,1.0,1.5,Loop,1200.0,,2007.0,24,583.0,595.0,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-207/home/26794778,MRED,10989539,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,222 N Columbus Dr #3606,Chicago,IL,60601,245000,1.0,1.0,Loop,685.0,,2002.0,26,358.0,523.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3606/home/12595689,MRED,10989004,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,8 E Randolph St #2204,Chicago,IL,60601,525000,2.0,2.0,Loop,1446.0,,2008.0,27,363.0,1039.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2204/home/39566845,MRED,10935412,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1806,Chicago,IL,60601,279000,1.0,1.0,Loop,700.0,,2002.0,28,399.0,556.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1806/home/12592207,MRED,10987415,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,155 N Harbor Dr #5111,Chicago,IL,60601,475000,1.0,1.0,Loop,,,1974.0,28,,716.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-5111/home/14093370,MRED,10987098,N,Y,41.8850094,-87.6148097
MLS Listing,,Condo/Co-op,222 N COLUMBUS Dr #2808,Chicago,IL,60601,424000,2.0,2.0,Loop,1225.0,,2002.0,28,346.0,932.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-2808/home/12612141,MRED,10986995,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,200 N Dearborn St #3504,Chicago,IL,60601,269000,1.0,1.0,Loop,850.0,,1989.0,29,316.0,632.0,Active,,,http://www.redfin.com/IL/Chicago/200-N-Dearborn-St-60601/unit-3504/home/39564995,MRED,10986000,N,Y,41.8860644,-87.6298907
MLS Listing,,Condo/Co-op,225 N Columbus Dr #8106,Chicago,IL,60601,2500000,2.0,2.5,Loop,1807.0,,2009.0,30,1384.0,2018.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-8106/home/52638201,MRED,10985904,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,400 E Randolph St #3401,Chicago,IL,60601,325000,0.0,1.0,Loop,650.0,,1963.0,30,500.0,542.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3401/home/14094847,MRED,10985687,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1508,Chicago,IL,60601,499000,2.0,2.0,Loop,1225.0,,2003.0,31,407.0,967.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1508/home/12620673,MRED,10984720,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,8 E RANDOLPH St #2604,Chicago,IL,60601,525000,2.0,2.0,Loop,1400.0,,2008.0,32,375.0,1117.0,Active,,,http://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-2604/home/21786449,MRED,10983535,N,Y,41.884851,-87.6275115
MLS Listing,,Condo/Co-op,400 E Randolph St #2818,Chicago,IL,60601,327000,1.0,1.0,Loop,825.0,,1963.0,33,396.0,652.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-2818/home/14094854,MRED,10928419,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,195 N Harbor Dr #2104,Chicago,IL,60601,523000,2.0,2.0,Loop,1200.0,,1991.0,35,436.0,818.0,Active,,,http://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-2104/home/14093825,MRED,10979827,N,Y,41.8855212,-87.6146956
MLS Listing,,Condo/Co-op,222 N Columbus Dr #1603,Chicago,IL,60601,350000,2.0,2.0,Loop,1280.0,,2005.0,36,273.0,962.0,Active,,,http://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1603/home/12592210,MRED,10980887,N,Y,41.8865605,-87.6215903
MLS Listing,,Condo/Co-op,360 E Randolph St Unit 2705-06,Chicago,IL,60601,718888,3.0,3.0,Loop,2529.0,,1982.0,37,284.0,1453.0,Active,,,http://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-2705-06/home/114026084,MRED,10980181,N,Y,41.8849092,-87.6179803
MLS Listing,,Condo/Co-op,225 N Columbus Dr #5507,Chicago,IL,60601,360000,0.0,1.0,Loop,585.0,,2009.0,37,615.0,469.0,Active,,,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-5507/home/52637990,MRED,10979753,N,Y,41.8864588,-87.6197781
MLS Listing,,Condo/Co-op,400 E RANDOLPH St #1226,Chicago,IL,60601,280000,1.0,1.0,Loop,860.0,,1963.0,37,326.0,652.0,Active,,,http://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-1226/home/14093953,MRED,10979732,N,Y,41.8848489,-87.6168112
MLS Listing,,Condo/Co-op,155 N HARBOR Dr #3808,Chicago,IL,60601,615000,2.0,2.0,Loop,1369.0,,1974.0,38,449.0,1142.0,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-3808/home/14093197,MRED,10979235,N,Y,41.8850094,-87.6148097
